,wideClass,mass (g)
14816,L,1.51
14817,H,1.77
14818,H,68.63
14819,H,69.28
14820,H,8.91
14821,H,31.59
14822,L,628.0
14823,L,38.13
14824,L,43.82
14825,L,11.37
14826,L,29.57
14827,L,12.69
14828,H,1.82
14829,H,5.17
14830,H,3.49
14831,L,180.49
14832,L,128.89
14833,L,66.72
14834,L,36.65
14835,L,20.43
14836,L,16.54
14837,L,15.28
14838,L,11.9
14839,L,5.08
14840,L,11.92
14841,L,8.62
14842,L,5.16
14843,L,1.6
14844,H,24.27
14845,H,2.41
14846,H,3.24
14847,H,1.18
14848,L,2.98
14849,H,1.33
14850,H,3.49
14851,L,423.0
14852,H,8.880000000000003
14853,H,910.0
14854,L,1.33
14855,H,1.07
14856,H,4.97
14857,H,1.55
14858,H,8.76
14859,L,2.87
14860,L,9.13
14861,L,3.38
14862,L,5.99
14863,L,2.96
14864,H,4.59
14865,L,45.87
14866,L,21.78
14867,L,21.91
14868,H,7.79
14869,L,2.79
14870,L,2.25
14871,H,155.94
14872,L,3695.0
14873,H,18.88
14874,L,0.36
14875,H,1.45
14876,L,0.51
14877,H,3.08
14878,L,2.89
14879,L,2.21
14880,L,74.33
14881,L,3.48
14882,CM,5.03
14883,L,16.67
14884,H,111.5
14885,L,26.93
14886,L,2.17
14887,H,2.25
14888,H,22.02
14889,L,8.93
14890,H,298.0
14891,L,80.4
14892,H,84.01
14893,L,72.26
14894,L,51.2
14895,H,11.7
14896,L,3.3
14897,L,2.53
14898,H,12.61
14899,Mesosiderite,12.3
14900,L,1.81
14901,L,1.32
14902,H,3.2
14903,L,2.93
14904,L,1.8
14905,L,0.5
14906,L,0.5
14907,CM,0.76
14908,L,6.72
14909,H,31.69
14910,H,174.56
14911,H,6.34
14912,H,7.05
14913,L,2.18
14914,H,0.5
14915,L,6.06
14916,L,3.88
14917,L,11.05
14918,L,8.7
14919,H,21.32
14920,L,15.61
14921,H,10.55
14922,L,6.51
14923,H,4.98
14924,H,2.93
14925,H,2.41
14926,H,4.11
14927,H,2.47
14928,H,1.54
14929,L,12.54
14930,L,0.81
14931,L,0.51
14932,L,0.5
14933,L,2.43
14934,H,12.5
14935,L,2.26
14936,L,0.51
14937,L,0.51
14938,L,0.5
14939,L,0.5
14940,L,0.51
14941,H,1.29
14942,L,1.18
14943,L,0.51
14944,L,0.5
14945,H,1.82
14946,H,1.76
14947,L,1.4
14948,L,1.39
14949,L,0.51
14950,Eucrite,0.8
14951,H,262.0
14952,H,163.69
14953,L,24.36
14954,H,2.87
14955,H,4680.0
14956,H,12.26
14957,H,3.2
14958,L,29.64
14959,H,44.31
14960,H,20.49
14961,H,12.76
14962,H,8.25
14963,H,5.2
14964,H,2.43
14965,H,1.55
14966,L,21.7
14967,H,6.78
14968,H,47.92
14969,H,22.63
14970,H,16.83
14971,H,13.98
14972,H,1.44
14973,H,3.27
14974,H,0.5
14975,H,2.16
14976,L,1.32
14977,L,20.94
14978,H,26.62
14979,L,4.05
14980,L,2.21
14981,H,10.32
14982,H,5.18
14983,H,19.61
14984,L,8.31
14985,L,4.02
14986,H,7.21
14987,H,52.51
14988,H,11.69
14989,H,4.22
14990,H,2.16
14991,H,1.32
14992,L,7.56
14993,H,8.72
14994,H,462.6
14995,H,6.06
14996,L,161.77
14997,L,188.02
14998,L,183.73
14999,L,11.57
15000,L,233.0
15001,L,172.52
15002,L,103.37
15003,L,78.56999999999998
15004,L,71.28
15005,L,81.52
15006,L,35.23
15007,L,50.69
15008,L,27.62
15009,L,79.7
15010,L,146.39
15011,L,47.78
15012,L,27.95
15013,L,31.07
15014,H,28.45
15015,L,56.18
15016,L,28.72
15017,L,22.92
15018,L,13.33
15019,L,16.31
15020,L,2.46
15021,L,2.81
15022,L,2.59
15023,L,2.07
15024,L,1.59
15025,H,2.13
15026,L,4.94
15027,L,1.54
15028,L,1.98
15029,L,1.33
15030,L,50.22
15031,L,28.06
15032,L,22.17
15033,L,18.57
15034,L,12.2
15035,L,8.51
15036,L,21.98
15037,L,15.67
15038,L,20.43
15039,L,15.3
15040,L,6.5
15041,L,11.95
15042,L,12.42
15043,L,11.68
15044,L,7.22
15045,L,2.25
15046,L,1.3
15047,L,2.18
15048,L,1.76
15049,L,1.38
15050,H,2.22
15051,L,345.0
15052,L,94.1
15053,L,6.22
15054,L,11.53
15055,L,47.61
15056,L,14.14
15057,L,12.62
15058,L,4.02
15059,L,221.0
15060,L,31.46
15061,L,20.92
15062,L,6.89
15063,L,9.33
15064,L,4.94
15065,L,493.0
15066,L,294.0
15067,L,291.0
15068,L,41.21
15069,L,8.75
15070,L,3.9
15071,H,12.22
15072,L,1.6
15073,L,15.89
15074,L,137.11
15075,L,3.88
15076,L,2.61
15077,L,33.75
15078,L,13.22
15079,L,8.14
15080,L,2.77
15081,L,44.15
15082,L,12.58
15083,L,11.9
15084,L,4.1
15085,L,1.76
15086,L,0.7
15087,L,2.48
15088,L,75.4
15089,L,47.64
15090,L,22.21
15091,L,19.47
15092,L,2.17
15093,L,19.61
15094,L,16.51
15095,L,9.29
15096,L,6.82
15097,L,1823.0
15098,L,882.0
15099,L,432.0
15100,L,144.35
15101,L,118.69
15102,L,76.18
15103,L,44.93
15104,L,28.1
15105,L,27.71
15106,L,32.28
15107,L,21.49
15108,L,22.14
15109,L,20.71
15110,L,29.11
15111,L,30.75
15112,L,16.75
15113,L,27.17
15114,L,19.08
15115,L,16.34
15116,L,13.38
15117,L,16.46
15118,L,8.59
15119,L,7.14
15120,L,8.71
15121,L,8.2
15122,L,10.58
15123,L,6.48
15124,L,5.12
15125,L,6.74
15126,L,3.25
15127,L,73.47
15128,L,71.65000000000002
15129,L,51.5
15130,L,51.75
15131,L,44.85
15132,L,46.15
15133,L,21.9
15134,L,11.97
15135,L,5.11
15136,L,0.5
15137,H,8.32
15138,L,4.94
15139,L,2.92
15140,H,2.41
15141,L,66.53
15142,L,44.91
15143,L,3.26
15144,L,1.74
15145,L,52.86
15146,L,27.92
15147,L,11.46
15148,L,2.24
15149,L,1.29
15150,H,5.12
15151,L,75.59999999999998
15152,L,48.41
15153,L,50.1
15154,L,22.72
15155,L,15.43
15156,L,1.32
15157,L,69.2
15158,L,74.48
15159,L,40.46
15160,L,28.23
15161,L,21.47
15162,L,15.64
15163,L,312.0
15164,L,294.0
15165,L,204.4
15166,L,31.74
15167,L,31.6
15168,L,29.87
15169,L,20.55
15170,L,11.52
15171,L,12.76
15172,L,6.43
15173,L,3.84
15174,L,96.7
15175,L,2.24
15176,H,1.69
15177,H,0.82
15178,L,242.0
15179,L,135.4
15180,L,78.11
15181,L,20.79
15182,H,0.76
15183,H,30.76
15184,L,49.43
15185,L,29.65
15186,L,20.35
15187,H,1.38
15188,H,0.71
15189,H,0.84
15190,L,116.38
15191,L,6.85
15192,L,4.02
15193,L,2.81
15194,L,2.26
15195,L,0.77
15196,L,440.0
15197,L,336.0
15198,L,94.91
15199,L,70.43000000000002
15200,L,73.88
15201,L,49.73
15202,L,17.07
15203,L,20.26
15204,L,26.76
15205,L,12.47
15206,L,16.86
15207,L,9.35
15208,L,11.83
15209,L,12.74
15210,H,2.21
15211,H,0.77
15212,H,0.82
15213,H,0.7
15214,L,4.27
15215,L,1.2
15216,H,1.3
15217,H,0.77
15218,H,0.5
15219,H,7.76
15220,L,5.25
15221,L,4.37
15222,H,1.78
15223,L,1.84
15224,L,1.39
15225,L,1.81
15226,H,1.57
15227,H,1.19
15228,H,0.51
15229,L,5.13
15230,L,2.21
15231,L,1.76
15232,L,2.23
15233,L,0.95
15234,L,0.76
15235,L,0.51
15236,L,438.0
15237,L,414.0
15238,L,57.39
15239,L,28.46
15240,L,8.68
15241,H,2.36
15242,L,1.41
15243,H,1.55
15244,L,29.0
15245,L,21.69
15246,L,8.15
15247,H,2.26
15248,L,1.28
15249,L,3.38
15250,H,2.98
15251,L,1.83
15252,L,9.51
15253,L,6.81
15254,H,8.61
15255,L,2.93
15256,L,65.66
15257,L,44.82
15258,L,1.43
15259,L,1.27
15260,L,1.76
15261,H,1.32
15262,L,1.16
15263,H,49.93
15264,L,15.33
15265,L,9.36
15266,L,4.1
15267,H,2.13
15268,H,2.99
15269,H,46.18
15270,L,30.67
15271,L,12.57
15272,L,12.6
15273,L,21.18
15274,H,22.1
15275,L,5.25
15276,L,1.39
15277,L,0.82
15278,H,0.51
15279,H,1.15
15280,H,0.82
15281,H,2.96
15282,H,1.75
15283,H,0.77
15284,H,0.74
15285,LL,0.74
15286,L,2.79
15287,L,6.66
15288,L,2.85
15289,L,2.42
15290,L,2.6
15291,L,2.16
15292,L,1.31
15293,H,0.95
15294,L,76.64
15295,L,77.06999999999998
15296,L,45.5
15297,L,28.07
15298,L,44.81
15299,L,8.76
15300,Ureilite,1.86
15301,H,2.88
15302,H,1.76
15303,H,1.39
15304,H,1.3
15305,H,3.48
15306,L,4.04
15307,L,2.77
15308,H,1.76
15309,L,1.54
15310,L,1.16
15311,Ureilite,0.77
15312,L,0.82
15313,L,30.15
15314,L,12.12
15315,L,9.48
15316,L,14.55
15317,L,9.45
15318,H,5.11
15319,L,5.19
15320,L,5.14
15321,L,5.11
15322,L,2.85
15323,L,2.44
15324,L,2.43
15325,L,2.18
15326,L,2.98
15327,L,3.33
15328,L,1.78
15329,L,1.59
15330,L,1.94
15331,L,1.6
15332,L,1.18
15333,L,1.59
15334,L,0.66
15335,L,0.76
15336,L,0.76
15337,L,0.76
15338,L,0.76
15339,L,0.5
15340,L,0.67
15341,L,162.84
15342,L,29.98
15343,L,23.19
15344,L,7.14
15345,L,6.83
15346,H,6.47
15347,L,12.05
15348,L,3.25
15349,L,2.49
15350,H,1.92
15351,H,0.7
15352,H,0.75
15353,L,0.7
15354,L,0.51
15355,L,2.88
15356,L,1.55
15357,L,1.41
15358,L,1.41
15359,L,1.38
15360,L,1.83
15361,L,1.3
15362,L,0.83
15363,L,0.82
15364,L,0.76
15365,L,0.74
15366,L,0.75
15367,L,0.67
15368,L,0.51
15369,L,0.67
15370,L,0.67
15371,L,0.75
15372,L,4.96
15373,H,2.13
15374,L,296.0
15375,L,221.0
15376,L,5.14
15377,L,2.87
15378,L,28.6
15379,L,1.57
15380,L,2.85
15381,L,21.19
15382,L,3.27
15383,L,1.57
15384,L,2.21
15385,L,12.02
15386,L,16.45
15387,L,4.04
15388,L,2.86
15389,L,4.9
15390,L,9.14
15391,H,2.59
15392,L,0.67
15393,L,5.06
15394,L,3.5
15395,L,3.96
15396,H,2.2
15397,L,1.82
15398,L,2.25
15399,L,1.8
15400,LL,1.19
15401,L,1.16
15402,L,3.94
15403,L,2.19
15404,L,1.55
15405,L,1.2
15406,L,1.18
15407,L,0.51
15408,L,393.0
15409,L,395.0
15410,L,77.84
15411,L,77.83
15412,L,62.4
15413,L,43.12
15414,L,48.24
15415,L,22.0
15416,L,18.76
15417,L,15.42
15418,L,15.29
15419,L,67.46
15420,L,66.47
15421,L,50.61
15422,L,31.44
15423,H,0.77
15424,L,1.64
15425,H,5.58
15426,H,2.44
15427,H,1.41
15428,H,1.46
15429,L,0.77
15430,L,3.35
15431,L,1.56
15432,H,2.62
15433,H,1.77
15434,L,1.6
15435,L,2.95
15436,L,1.58
15437,L,1.3
15438,L,0.83
15439,L,0.75
15440,L,0.51
15441,L,8.35
15442,L,4.36
15443,L,0.95
15444,L,1.83
15445,L,7.79
15446,L,5.16
15447,L,2.51
15448,L,2.58
15449,L,1.56
15450,L,5.27
15451,L,5.07
15452,L,2.8
15453,L,474.0
15454,L,359.0
15455,L,53.51
15456,L,28.12
15457,L,19.02
15458,L,15.48
15459,L,20.32
15460,L,1.19
15461,L,1.46
15462,L,0.94
15463,L,2.86
15464,L,2.56
15465,L,0.74
15466,L,1.4
15467,L,0.76
15468,L,699.0
15469,L,162.08
15470,L,75.56
15471,L,71.26000000000002
15472,L,50.8
15473,L,45.73
15474,L,31.33
15475,L,18.75
15476,L,8.38
15477,L,3.27
15478,L,1.78
15479,L,1.27
15480,L,35.53
15481,L,18.56
15482,H,18.57
15483,L,5.11
15484,L,3.95
15485,L,0.94
15486,L,3.36
15487,L,1.54
15488,L,1.28
15489,L,1.2
15490,L,1.2
15491,L,1.31
15492,H,1.68
15493,L,1.54
15494,L,2.21
15495,H,4.83
15496,H,2.24
15497,H,4.76
15498,H,3.01
15499,H,2.53
15500,H,1.2
15501,H,0.74
15502,H,0.82
15503,H,0.67
15504,H,0.51
15505,L,53.58
15506,L,50.23
15507,L,29.27
15508,L,28.1
15509,L,22.71
15510,L,18.69
15511,L,20.28
15512,L,12.67
15513,L,5.01
15514,L,8.68
15515,H,2.62
15516,H,1.19
15517,L,6.88
15518,L,1.38
15519,L,0.7
15520,L,12.28
15521,L,3.26
15522,H,2.5
15523,L,26.96
15524,H,8.25
15525,H,2.29
15526,H,1.33
15527,H,3.12
15528,H,3.38
15529,H,0.94
15530,H,0.95
15531,H,0.77
15532,H,0.75
15533,H,0.51
15534,H,0.5
15535,H,3.01
15536,L,1.43
15537,L,1.27
15538,H,2.92
15539,H,1.41
15540,H,1.4
15541,H,0.7
15542,L,1.77
15543,L,2.18
15544,H,1.54
15545,L,1.32
15546,L,0.5
15547,L,5.16
15548,L,3.22
15549,L,1.58
15550,L,0.82
15551,L,0.75
15552,L,0.82
15553,L,0.5
15554,L,160.87
15555,L,137.48
15556,L,29.59
15557,L,26.85
15558,L,0.67
15559,H,1.76
15560,H,1.32
15561,H,1.38
15562,L,2.42
15563,L,0.83
15564,L,0.51
15565,L,3.36
15566,H,1.31
15567,L,0.83
15568,H,0.75
15569,L,1.57
15570,L,0.83
15571,L,2.22
15572,H,0.67
15573,L,12.67
15574,L,2.55
15575,L,2.51
15576,L,2.47
15577,L,1.44
15578,L,1.81
15579,L,1.44
15580,L,0.76
15581,L,456.0
15582,L,254.0
15583,L,336.0
15584,L,240.0
15585,L,11.94
15586,L,8.800000000000002
15587,L,1.77
15588,L,0.82
15589,L,49.59
15590,L,45.08
15591,L,46.85
15592,L,53.24
15593,L,2.43
15594,L,31.81
15595,L,19.18
15596,L,395.0
15597,L,225.0
15598,L,80.25
15599,L,78.43
15600,L,49.8
15601,L,3.4
15602,L,21.64
15603,L,16.56
15604,L,8.92
15605,L,18.81
15606,L,9.09
15607,L,26.75
15608,L,12.63
15609,L,12.38
15610,L,8.45
15611,L,9.1
15612,L,3.85
15613,L,1.79
15614,L,8.79
15615,L,4.92
15616,L,2.8
15617,L,3.27
15618,L,1.4
15619,L,0.77
15620,L,8.39
15621,L,3.22
15622,L,3.27
15623,L,1.53
15624,L,1.75
15625,L,5.01
15626,L,2.96
15627,L,2.61
15628,L,1.8
15629,L,2.43
15630,L,1.45
15631,L,1.27
15632,L,0.7
15633,L,0.77
15634,L,0.7
15635,H,80.38
15636,H,20.23
15637,H,12.91
15638,H,6.46
15639,H,2.86
15640,H,5.44
15641,H,4.91
15642,H,2.79
15643,H,1.59
15644,H,2.15
15645,H,6.87
15646,L,12.02
15647,H,1.51
15648,H,0.67
15649,H,18.63
15650,L,2.98
15651,H,2812.0
15652,H,1730.0
15653,H,2.42
15654,H,12.08
15655,H,11.78
15656,L,2.21
15657,L,27.88
15658,H,8.949999999999998
15659,L,2.59
15660,L,11.48
15661,L,1.39
15662,L,1.34
15663,H,0.82
15664,L,197.06
15665,L,50.41
15666,L,54.15
15667,L,2.92
15668,H,20.21
15669,L,2.51
15670,H,1.86
15671,L,5.84
15672,H,1.59
15673,L,1.4
15674,H,1.56
15675,L,0.76
15676,L,0.77
15677,H,0.76
15678,H,1.1
15679,H,1.88
15680,H,2.13
15681,H,1.53
15682,H,1.41
15683,L,0.96
15684,L,0.76
15685,H,0.51
15686,L,1.28
15687,L,6.87
15688,H,6.45
15689,H,6.49
15690,L,2.16
15691,H,1.41
15692,L,1.29
15693,H,1.28
15694,L,1.19
15695,H,0.83
15696,H,0.76
15697,H,0.82
15698,L,2.46
15699,LL,7.08
15700,L,5.07
15701,L,2.19
15702,H,1.27
15703,L,1.74
15704,H,0.76
15705,L,1.46
15706,L,2.16
15707,L,2.96
15708,H,2.8
15709,L,2.5
15710,L,1.76
15711,L,1.6
15712,L,0.96
15713,L,1.53
15714,L,1.27
15715,L,1.44
15716,L,0.94
15717,L,0.51
15718,H,3.93
15719,H,1.49
15720,H,1.19
15721,H,0.96
15722,H,0.77
15723,H,0.83
15724,H,0.84
15725,H,1.61
15726,H,1.31
15727,H,0.94
15728,H,0.51
15729,H,0.52
15730,L,1.47
15731,H,1.18
15732,L,1.47
15733,L,0.52
15734,L,1.29
15735,L,1.18
15736,L,0.84
15737,L,0.77
15738,L,0.51
15739,H,1.2
15740,H,2.51
15741,L,2.45
15742,L,0.83
15743,L,1.76
15744,L,0.95
15745,L,1.59
15746,L,1.47
15747,H,1.33
15748,L,0.84
15749,L,0.51
15750,L,15.55
15751,L,4.96
15752,L,2.53
15753,L,1.17
15754,L,1.54
15755,L,5.27
15756,L,1.83
15757,L,1.45
15758,L,425.0
15759,L,155.7
15760,L,65.49
15761,L,12.81
15762,H,3.95
15763,L,76.41
15764,H,1.84
15765,L,3.82
15766,L,2.82
15767,L,2.84
15768,H,2.92
15769,L,2.2
15770,H,0.77
15771,L,0.51
15772,L,15.43
15773,H,0.78
15774,H,3.36
15775,H,13.34
15776,H,1.74
15777,H,3.01
15778,H,222.0
15779,H,197.71
15780,H,60.88
15781,H,50.74
15782,H,11.48
15783,L,8.23
15784,H,6.32
15785,H,4.14
15786,H,3.39
15787,H,1.78
15788,H,3.42
15789,H,3.33
15790,H,1.19
15791,H,1.53
15792,L,873.0
15793,L,1.31
15794,L,1.2
15795,L,1.31
15796,L,0.51
15797,L,0.52
15798,L,0.52
15799,L,0.52
15800,L,0.52
15801,L,2.78
15802,L,5.2
15803,L,5.19
15804,L,2.14
15805,L,1.33
15806,L,2.9
15807,L,2.14
15808,L,1.28
15809,L,1.55
15810,L,2.59
15811,L,1.41
15812,L,2.92
15813,L,1.39
15814,L,1.4
15815,H,1.53
15816,L,1.55
15817,L,1.45
15818,L,1.81
15819,L,2.6
15820,L,2.19
15821,L,2.2
15822,H,3.95
15823,L,3.45
15824,L,0.52
15825,L,0.52
15826,H,0.52
15827,Mesosiderite,0.84
15828,H,0.72
15829,L,1.58
15830,L,1.31
15831,L,0.51
15832,L,0.51
15833,L,0.26
15834,L,0.51
15835,L,0.52
15836,Mesosiderite,0.23
15837,L,0.4
15838,L,0.24
15839,Mesosiderite,0.17
15840,L,0.51
15841,L,0.35
15842,L,0.25
15843,H,1.38
15844,Mesosiderite,396.4
15845,L,221.5
15846,H,30.8
15847,L,698.93
15848,L,365.85
15849,L,141.85
15850,L,266.37
15851,L,156.38
15852,L,622.9
15853,L,235.73
15854,L,354.65
15855,L,106.16
15856,L,234.76
15857,L,562.0
15858,L,259.2
15859,L,88.08
15860,L,92.99
15861,L,14.73
15862,L,12.3
15863,L,67.19
15864,Ureilite,13.3
15865,H,28.25
15866,H,85.32
15867,H,485.7
15868,H,83.13
15869,H,11.58
15870,L,85.9
15871,L,129.33
15872,L,66.27
15873,LL,227.61
15874,L,312.39
15875,L,165.73
15876,H,28.25
15877,LL,16.19
15878,L,13.87
15879,L,24.65
15880,L,14.87
15881,H,25.15
15882,L,14.65
15883,L,453.7
15884,L,192.7
15885,L,171.2
15886,L,65.44
15887,L,21.62
15888,L,193.24
15889,L,47.96
15890,L,52.18
15891,L,58.02
15892,L,210.41
15893,L,83.52
15894,L,37.04
15895,L,57.51
15896,Mesosiderite,369.1
15897,L,278.74
15898,H,269.19
15899,L,253.75
15900,H,40.7
15901,L,125.41
15902,H,120.47
15907,L,428.9
15908,LL,17.5
15909,L,7.86
15910,LL,2.91
15911,LL,19.66
15912,H,2.55
15913,L,2.11
15914,L,1.94
15915,H,20.91
15916,H,0.93
15917,H,1.39
15918,L,5.36
15919,LL,3.13
15920,L,6.15
15921,LL,2.85
15922,L,38.8
15923,L,5.51
15924,Eucrite,0.23
15925,L,4.55
15926,L,0.25
15927,L,1.7
15928,L,1.05
15929,L,3.08
15930,L,0.85
15931,H,4.17
15932,L,11.29
15933,Martian,9.97
15934,H,3.56
15939,Iron,13100.0
15947,Relict,
15967,H,30.5
15974,Pallasite,17600.0
16012,LL,5.2
16146,L,5.5
16191,L,6.2
16238,Eucrite,1078.0
16239,Eucrite,377.0
16240,LL,233.0
16241,LL,182.0
16242,LL,203.0
16243,L,3263.0
16244,L,983.0
16245,LL,174.0
16246,LL,162.0
16247,L,100.0
16248,LL,277.0
16249,LL,268.0
16250,LL,133.0
16251,LL,69.8
16252,LL,342.0
16253,LL,246.0
16254,LL,436.0
16255,LL,191.0
16256,LL,129.0
16257,CK,26500.0
16258,CK,3598.0
16259,LL,424.0
16260,LL,121.0
16261,LL,140.0
16262,Howardite,1236.0
16263,Eucrite,612.0
16264,LL,620.0
16268,L,130.0
16269,H,3570.0
16270,L,382.0
16271,L,3710.0
16272,H,466.0
16273,H,27064.0
16274,H,786.0
16275,L,100.0
16276,H,656.0
16277,L,893.0
16278,H,972.0
16279,L,1514.0
16280,H,1016.0
16281,H,615.0
16282,H,45.0
16283,H,378.0
16284,H,533.0
16285,L,73.0
16286,H,716.0
16287,H,1265.0
16288,H,168.0
16289,L,882.0
16290,L,64.0
16291,LL,1470.0
16292,L,609.0
16293,L,176.0
16294,EL,105.0
16295,L,14.0
16296,H,303.0
16297,H,7823.0
16298,H,100.0
16299,H,152.0
16300,H,358.0
16307,L,209.0
16308,L,2197.0
16309,L,710.0
16310,H,631.0
16311,H,662.0
16312,H,111.0
16313,H,880.0
16314,CK,198.0
16315,H,752.5
16316,L,262.9
16317,LL,1530.0
16318,L,482.0
16319,H,342.0
16320,H,2318.4
16324,LL,16.6
16343,H,166.7
16344,H,12.5
16345,H,16.4
16346,H,39.7
16347,L,118.7
16348,H,11.56
16349,L,85.5
16354,CK,966.0
16357,H,490.0
16369,L,5.9
16373,H,4208.0
16385,L,62.0
16405,Iron,44000.0
16409,L,240.0
16410,H,60.9
16415,L,9.5
16481,L,8911.0
16485,L,40.9
16486,Eucrite,1470.0
16504,H,1063.0
16510,LL,3.5
16511,L,770.0
16528,CH,16000.0
16532,H,14.3
16533,H,131.6
16534,H,40.0
16535,L,18.5
16536,H,10.8
16544,,100000.0
16547,L,452.0
16548,Iron,4920.0
16549,Pallasite,292.0
16554,,100000.0
16576,L,202.0
16577,H,150.0
16578,L,1961.0
16579,H,1400.0
16580,L,654.0
16581,H,73.7
16582,L,832.0
16583,H,388.0
16584,L,565.0
16585,L,810.0
16586,H,1060.0
16587,LL,83.27
16588,H,220.0
16589,Ureilite,5079.0
16590,,100000.0
16591,H,20.0
16592,L,246.0
16593,L,4180.0
16594,H,884.0
16595,L,840.0
16596,Eucrite,141.0
16597,L,903.0
16598,H,444.0
16599,L,1140.0
16600,L,1253.0
16601,L,810.0
16602,L,557.0
16603,H,686.0
16604,H,250.95
16605,H,79.84
16606,H,415.13
16607,H,254.51
16608,,100000.0
16609,LL,118.1
16610,H,107.6
16611,L,300.56
16612,L,307.8
16613,L,882.7
16614,L,3959.86
16615,L,23.41
16616,H,35.95000000000001
16617,H,18.59
16618,CO,59.47
16619,H,51.9
16620,H,123.34
16621,H,1532.7
16622,L,185.4
16623,OC,170.69
16624,L,92667.6
16625,,100000.0
16627,L,246.77
16628,L,3713.75
16629,L,1211.57
16630,L,1853.5
16631,L,674.3
16632,H,7521.32
16633,H,1595.38
16634,H,1362.5
16635,L,3563.0
16637,L,2711.0
16638,H,19.91
16639,H,59.41
16640,H,263.72
16641,H,77.87
16642,H,817.2
16643,H,729.7
16644,L,11.9
16645,L,263.0
16646,L,4235.0
16647,L,38.5
16648,H,411.0
16649,H,112.8
16650,L,442.0
16651,L,32.5
16652,H,10.8
16653,LL,1802.0
16654,L,1000.0
16655,H,1070.7
16656,H,257.1
16657,L,43.6
16658,LL,248.0
16659,L,1414.0
16660,H,36.0
16661,L,54.7
16662,L,175.47
16663,L,929.4
16664,Mesosiderite,355.11
16665,Mesosiderite,46200.0
16666,Mesosiderite,155.94
16667,Mesosiderite,502.22
16668,Mesosiderite,1185.51
16669,Mesosiderite,19.41
16670,Mesosiderite,492.31
16671,Mesosiderite,98.37
16672,Mesosiderite,368.82
16673,H,325.25
16674,L,2711.0
16675,L,3563.0
16676,H,459.06
16677,H,121.34
16678,L,5.5
16679,H,9.36
16680,L,2927.04
16681,L,376.89
16682,L,1350.6
16683,L,4012.0
16684,L,314.6
16685,H,1691.5
16686,H,487.71
16687,Mesosiderite,64.67
16688,Mesosiderite,308.67
16689,H,640.8
16690,H,4.97
16691,L,5135.0
16692,L,77000.0
16693,L,14.26
16694,L,17.52
16695,Mesosiderite,735.8
16696,R,116.56
16697,H,13.08
16698,R,0.54
16699,Mesosiderite,3.89
16700,Mesosiderite,298.0
16701,R,12.4
16702,Mesosiderite,603.9
16703,Mesosiderite,38.7
16704,H,225.32
16705,Mesosiderite,61.0
16706,H,63.47
16707,Mesosiderite,16.2
16708,Mesosiderite,234.1
16709,Mesosiderite,42.9
16710,Mesosiderite,5.02
16711,R,20.8
16712,Mesosiderite,106.1
16713,Mesosiderite,60.5
16714,Mesosiderite,56.5
16715,Mesosiderite,106.6
16716,H,1918.0
16717,H,140.22
16718,H,3040.5
16719,H,331.9
16720,H,421.9
16721,H,20.26
16722,H,175.02
16723,H,81.14
16724,H,410.31
16725,H,1212.5
16726,H,419.8
16727,L,886.3
16728,Mesosiderite,150.1
16729,Mesosiderite,16005.5
16730,L,6.1
16731,L,26.03
16732,H,62.71
16733,H,69.5
16734,H,25.87
16735,H,942.1
16736,L,198.95
16737,H,2738.5
16738,H,304.9
16739,H,1798.9
16740,H,58.8
16741,H,707.4
16742,L,7494.2
16743,H,533.3
16744,H,97.5
16745,H,54.5
16746,L,1323.9
16747,H,5448.4
16748,H,235.47
16749,H,551.39
16750,L,192.77
16751,L,2623.0
16752,L,2519.3
16753,L,671.2
16754,L,923.0
16755,L,985.2
16756,L,8420.0
16757,L,503.95
16758,L,4820.0
16759,L,294.42
16760,L,643.3
16761,L,313.1
16762,L,159.59
16763,L,208.35
16764,L,181.59
16765,L,288.51
16766,L,60.21
16767,L,39.54
16768,L,46.98
16769,L,49.77
16770,L,220.3
16771,L,620.9
16772,L,43.9
16773,L,3034.5
16774,H,378.74
16775,L,3489.0
16776,L,1899.7
16777,H,80.81
16778,H,209.72
16779,L,166.2
16780,H,21472.0
16781,H,103.1
16782,Mesosiderite,4.5
16783,Mesosiderite,25.7
16784,H,1070.75
16785,H,257.08
16786,H,2967.0
16787,L,791.0
16788,H,84.83
16789,L,73.09
16790,L,527.53
16791,L,2221.23
16792,L,272.48
16793,L,65.49
16794,L,96.14
16795,L,93.45
16796,H,16.0
16797,L,261.65
16798,Diogenite,50.47
16799,H,199.51
16800,L,731.44
16801,L,85.94
16802,L,488.34
16803,L,320.3
16804,L,225.55
16805,L,49750.0
16806,LL,528.4
16807,H,497.4
16808,H,470.0
16809,H,712.6
16810,H,850.7
16811,Lunar,18.4
16812,L,64.3
16813,L,67.3
16814,H,437.3
16815,H,1005.0
16816,H,366.2
16817,L,1200.8
16818,L,16879.1
16819,H,53.3
16820,H,1479.5
16821,L,528.2
16822,H,645.3
16823,L,55.5
16824,L,21.2
16825,L,104.5
16826,H,186.5
16827,L,735.6
16828,H,3665.1
16829,L,99.5
16830,L,572.9
16831,H,892.7
16832,H,7100.0
16833,L,1453.1
16834,L,660.5
16835,H,380.9
16836,L,68.6
16837,H,60.6
16838,L,113.4
16839,H,1429.4
16840,H,373.5
16841,L,1186.3
16842,H,297.7
16843,H,144.5
16844,H,501.0
16845,H,308.9
16846,H,374.8
16847,L,519.7
16848,L,161.6
16849,H,1412.9
16850,L,622.4
